Boro-Block-Lot,Condominium_Coop,Address,Neighborhood,Building Code,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000 ,No_NewSta_1000,NewSta_1000,y,x
1-01150-7505,2399-R1,101 WEST 78 STREET,UPPER WEST SIDE (59-79),RR-CONRENT,24,1900,"69,071","2,285,559",33.09,355.8064516,"1,046,426",15.15,"1,239,133","9,912,000",143.5,2017,2,29,0,0,0,1,0,1,0,0,0,1,0,7,0,0,40.7815071,-73.9762063
1-01150-7505,2399-R1,101 WEST 78 STREET,UPPER WEST SIDE (59-79),RR  -CONRENT,24,1900,"69,071","2,104,593",30.47,327.6344086,"677,587",9.81,"1,427,006","11,295,000",163.53,2018,3,29,0,0,0,1,0,1,0,0,0,0,1,7,0,0,40.7815071,-73.9762063
1-01222-7501,2436-R1,165 WEST 91 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,96,1926,"138,611","3,709,230",26.76,287.7419355,"1,388,882",10.02,"2,320,348","18,567,004",133.95,2016,1,352,0,0,0,1,0,1,0,0,1,0,0,5,0,0,40.7908614,-73.9722132
1-01222-7501,2436-R1,165 WEST 91 STREET,UPPER WEST SIDE (79-96),R4-ELEVATOR,95,1926,"138,611","4,349,613",31.38,337.4193548,"1,921,148",13.86,"2,428,465","19,426,006",140.15,2017,2,352,0,0,0,1,0,1,0,0,0,1,0,5,0,0,40.7908614,-73.9722132
1-01222-7501,2436-R1,165 WEST 91 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,95,1926,"139,980","4,223,197",30.17,324.4086022,"1,816,940",12.98,"2,406,257","19,031,007",135.96,2018,3,352,0,0,0,1,0,1,0,0,0,0,1,5,0,0,40.7908614,-73.9722132
1-01243-7502,2450-R1,732 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-ELEVATOR,15,2011,"35,130","2,204,759",62.76,674.8387097,"738,081",21.01,"1,466,678","11,735,995",334.07,2016,1,1336,0,0,0,1,0,1,0,0,1,0,0,4,0,0,40.7948761,-73.9731084
1-01243-7502,2450-R1,732 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-ELEVATOR,15,2011,"35,130","2,325,255",66.19,711.7204301,"770,050",21.92,"1,555,205","12,440,996",354.14,2017,2,1336,0,0,0,1,0,1,0,0,0,1,0,4,0,0,40.7948761,-73.9731084
1-01243-7502,2450-R1,732 WEST END AVENUE,UPPER WEST SIDE (79-96),R4  -ELEVATOR,15,2011,"35,130","2,379,706",67.74,728.3870968,"755,998",21.52,"1,623,708","13,017,007",370.54,2018,3,1336,0,0,0,1,0,1,0,0,0,0,1,4,0,0,40.7948761,-73.9731084
1-01234-7503,2543-R1,2360 BROADWAY,UPPER WEST SIDE (79-96),RR-CONRENT,211,1920,"614,785","26,380,424",42.91,461.3978495,"8,674,616",14.11,"17,705,808","141,680,000",230.45,2016,1,630,0,0,0,1,0,1,0,0,1,0,0,5,0,0,40.7883393,-73.97618
1-01234-7503,2543-R1,2360 BROADWAY,UPPER WEST SIDE (79-96),RR-CONRENT,211,1920,"614,785","29,546,567",48.06,516.7741935,"9,658,272",15.71,"19,888,295","159,094,000",258.78,2017,2,630,0,0,0,1,0,1,0,0,0,1,0,5,0,0,40.7883393,-73.97618
1-01234-7503,2543-R1,2360 BROADWAY,UPPER WEST SIDE (79-96),RR  -CONRENT,211,1920,"614,785","32,442,204",52.77,567.4193548,"9,830,412",15.99,"22,611,792","182,001,000",296.04,2018,3,630,0,0,0,1,0,1,0,0,0,0,1,5,0,0,40.7883393,-73.97618
1-01888-0059,Coop,313 WEST 99 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,33,1920,"47,851","915,390",19.13,205.6989247,"435,923",9.11,"479,467","3,648,000",76.24,"2,016.00",1,835,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.797763,-73.972557
1-01888-0059,Coop,313 WEST 99 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,33,1920,"47,851","1,024,490",21.41,230.2150538,"499,564",10.44,"524,926","4,118,000",86.06,"2,017.00",2,835,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.797763,-73.972557
1-01888-0059,Coop,313 WEST 99 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,33,1920,"47,851","1,000,564",20.91,224.8387097,"356,968",7.46,"643,596","4,823,000",100.79,"2,018",3,835,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.797763,-73.972557
1-01888-0067,Coop,801 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,74,1940,"111,359","3,130,301",28.11,302.2580645,"1,420,941",12.76,"1,709,360","13,678,000",122.83,"2,016.00",1,1367,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7975649,-73.9720384
1-01888-0067,Coop,801 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,74,1940,"111,359","3,451,015",30.99,333.2258065,"1,717,156",15.42,"1,733,859","13,870,000",124.55,"2,017.00",2,1367,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7975649,-73.9720384
1-01888-0067,Coop,801 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,74,1940,"111,359","3,543,443",31.82,342.1505376,"1,606,910",14.43,"1,936,533","15,389,000",138.19,"2,018",3,1367,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7975649,-73.9720384
1-01888-0076,Coop,306 WEST 100 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,32,1940,"41,520","809,640",19.5,209.6774194,"391,949",9.44,"417,691","3,193,000",76.9,"2,016.00",1,798,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.797907,-73.972142
1-01888-0076,Coop,306 WEST 100 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,32,1940,"41,520","882,715",21.26,228.6021505,"428,486",10.32,"454,229","3,558,000",85.69,"2,017.00",2,798,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.797907,-73.972142
1-01888-0076,Coop,306 WEST 100 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,32,1940,"41,520","912,194",21.97,236.2365591,"340,049",8.19,"572,145","4,329,000",104.26,"2,018",3,798,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.797907,-73.972142
1-01895-0001,Coop,400 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,58,1920,"78,701","1,957,294",24.87,267.4193548,"771,270",9.8,"1,186,024","9,426,000",119.77,"2,016.00",1,1035,0,0,0,0,0,1,0,0,1,0,0,3,0,0,40.8061807,-73.9670839
1-01895-0001,Coop,400 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,58,1920,"78,701","1,803,040",22.91,246.344086,"674,468",8.57,"1,128,572","8,980,000",114.1,"2,017.00",2,1035,0,0,0,0,0,1,0,0,0,1,0,3,0,0,40.8061807,-73.9670839
1-01895-0001,Coop,400 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,58,1920,"78,701","1,946,276",24.73,265.9139785,"779,140",9.9,"1,167,136","9,000,000",114.36,"2,018",3,1035,0,0,0,0,0,1,0,0,0,0,1,3,0,0,40.8061807,-73.9670839
1-01889-0022,Coop,839 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,43,1925,"55,665","1,143,916",20.55,220.9677419,"533,827",9.59,"610,089","4,715,000",84.7,"2,016.00",1,1382,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7983784,-73.9712947
1-01889-0022,Coop,839 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,43,1925,"55,665","1,157,832",20.8,223.655914,"522,138",9.38,"635,694","4,954,000",89,"2,017.00",2,1382,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7983784,-73.9712947
1-01889-0022,Coop,839 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,43,1925,"55,665","1,196,798",21.5,231.1827957,"491,522",8.83,"705,276","5,313,000",95.45,"2,018",3,1382,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7983784,-73.9712947
1-01889-0036,Coop,285 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,86,1940,"159,770","5,264,422",32.95,354.3010753,"2,225,596",13.93,"3,038,826","24,316,000",152.19,"2,016.00",1,738,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7989206,-73.9723967
1-01889-0036,Coop,285 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,86,1940,"159,770","5,670,237",35.49,381.6129032,"2,364,596",14.8,"3,305,641","26,443,000",165.51,"2,017.00",2,738,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7989206,-73.9723967
1-01889-0036,Coop,285 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,86,1940,"159,770","5,860,364",36.68,394.4086022,"2,302,286",14.41,"3,558,078","28,547,000",178.68,"2,018",3,738,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7989206,-73.9723967
1-01889-0042,Coop,292 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1920,"8,323","232,128",27.89,299.8924731,"87,974",10.57,"144,154","1,154,000",138.65,"2,016.00",1,745,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7992843,-73.9722262
1-01889-0042,Coop,292 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1920,"8,323","270,747",32.53,349.7849462,"119,019",14.3,"151,728","1,214,000",145.86,"2,017.00",2,745,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7992843,-73.9722262
1-01889-0042,Coop,292 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),C6  -WALK-UP,15,1920,"8,323","308,867",37.11,399.0322581,"111,528",13.4,"197,339","1,582,000",190.08,"2,018",3,745,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7992843,-73.9722262
1-01873-0052,Coop,2669 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,34,1920,"61,400","1,320,714",21.51,231.2903226,"776,710",12.65,"544,004","4,235,000",68.97,"2,016.00",1,716,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7983445,-73.9694662
1-01873-0052,Coop,2669 BROADWAY,UPPER WEST SIDE (96-116),D4-ELEVATOR,34,1920,"61,400","1,379,044",22.46,241.5053763,"826,444",13.46,"552,600","4,379,000",71.32,"2,017.00",2,716,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7983445,-73.9694662
1-01873-0052,Coop,2669 BROADWAY,UPPER WEST SIDE (96-116),D4  -ELEVATOR,34,1920,"61,400","1,231,070",20.05,215.5913978,"572,862",9.33,"658,208","4,889,000",79.63,"2,018",3,716,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7983445,-73.9694662
1-01889-0043,Coop,293 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1915,"9,619","341,571",35.51,381.827957,"160,733",16.71,"180,838","1,447,000",150.43,"2,016.00",1,746,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.79929,-73.972002
1-01889-0043,Coop,293 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1915,"9,619","344,264",35.79,384.8387097,"154,193",16.03,"190,071","1,520,000",158.02,"2,017.00",2,746,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.79929,-73.972002
1-01889-0043,Coop,293 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),C6  -WALK-UP,15,1915,"9,619","364,464",37.89,407.4193548,"135,243",14.06,"229,221","1,839,000",191.18,"2,018",3,746,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.79929,-73.972002
1-01889-0072,Coop,295 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,57,1911,"94,804","2,759,744",29.11,313.0107527,"1,233,400",13.01,"1,526,344","12,214,000",128.83,"2,016.00",1,747,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.79944,-73.971796
1-01889-0072,Coop,295 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,57,1911,"94,804","2,880,146",30.38,326.6666667,"1,344,321",14.18,"1,535,825","12,286,000",129.59,"2,017.00",2,747,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.79944,-73.971796
1-01889-0072,Coop,295 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,57,1911,"94,804","3,103,883",32.74,352.0430108,"1,346,217",14.2,"1,757,666","14,001,000",147.68,"2,018",3,747,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.79944,-73.971796
1-01889-0061,Coop,853 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,1910,"26,997","678,435",25.13,270.2150538,"290,488",10.76,"387,947","3,088,000",114.38,"2,016.00",1,1389,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.799051,-73.970788
1-01889-0061,Coop,853 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,1910,"26,997","640,909",23.74,255.2688172,"243,783",9.03,"397,126","3,172,000",117.49,"2,017.00",2,1389,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.799051,-73.970788
1-01889-0061,Coop,853 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,24,1910,"26,997","693,823",25.7,276.344086,"261,601",9.69,"432,222","3,355,000",124.27,"2,018",3,1389,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.799051,-73.970788
1-01874-0037,Coop,206 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,48,1945,"37,572","961,843",25.6,275.2688172,"433,957",11.55,"527,886","4,215,000",112.18,"2,016.00",1,494,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.798622,-73.967923
1-01874-0037,Coop,206 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,48,1945,"37,572","982,884",26.16,281.2903226,"427,945",11.39,"554,939","4,439,000",118.15,"2,017.00",2,494,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.798622,-73.967923
1-01874-0037,Coop,206 WEST 103 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,48,1945,"37,572","1,021,583",27.19,292.3655914,"411,413",10.95,"610,170","4,769,000",126.93,"2,018",3,494,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.798622,-73.967923
1-01890-0001,Coop,300 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,114,1923,"190,890","4,432,466",23.22,249.6774194,"2,011,981",10.54,"2,420,485","19,042,000",99.75,"2,016.00",1,767,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7997797,-73.9713866
1-01890-0001,Coop,300 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,114,1923,"190,890","4,743,617",24.85,267.2043011,"2,290,680",12,"2,452,937","19,622,000",102.79,"2,017.00",2,767,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7997797,-73.9713866
1-01890-0001,Coop,300 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,114,1923,"190,890","5,799,238",30.38,326.6666667,"2,565,562",13.44,"3,233,676","25,595,000",134.08,"2,018",3,767,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7997797,-73.9713866
1-01894-0001,Coop,380 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,146,1907,"187,588","4,832,267",25.76,276.9892473,"2,382,368",12.7,"2,449,899","19,579,000",104.37,"2,016.00",1,1012,0,0,0,0,0,1,0,0,1,0,0,3,0,0,40.8050797,-73.9674377
1-01894-0001,Coop,380 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,146,1907,"187,588","5,010,475",26.71,287.2043011,"2,382,368",12.7,"2,628,107","21,023,000",112.07,"2,017.00",2,1012,0,0,0,0,0,1,0,0,0,1,0,3,0,0,40.8050797,-73.9674377
1-01894-0001,Coop,380 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,146,1907,"187,588","5,374,396",28.65,308.0645161,"2,007,192",10.7,"3,367,204","26,484,000",141.18,"2,018",3,1012,0,0,0,0,0,1,0,0,0,0,1,3,0,0,40.8050797,-73.9674377
1-01874-0058,Coop,246 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,78,1917,"77,465","1,785,568",23.05,247.8494624,"884,650",11.42,"900,918","7,080,000",91.4,"2,016.00",1,667,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.799265,-73.969511
1-01874-0058,Coop,246 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,78,1917,"77,465","1,708,103",22.05,237.0967742,"783,946",10.12,"924,157","7,298,000",94.21,"2,017.00",2,667,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.799265,-73.969511
1-01874-0058,Coop,246 WEST 103 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,78,1917,"77,465","1,935,850",24.99,268.7096774,"814,932",10.52,"1,120,918","8,660,000",111.79,"2,018",3,667,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.799265,-73.969511
1-01875-0026,Coop,205 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,36,1920,"33,200","1,201,840",36.2,389.2473118,"420,644",12.67,"781,196","6,251,000",188.28,"2,016.00",1,489,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.798951,-73.967571
1-01875-0026,Coop,205 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,36,1920,"33,200","1,168,972",35.21,378.6021505,"433,924",13.07,"735,048","5,880,000",177.11,"2,017.00",2,489,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.798951,-73.967571
1-01875-0026,Coop,205 WEST 103 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,36,1920,"33,200","1,152,704",34.72,373.3333333,"347,604",10.47,"805,100","6,439,000",193.95,"2,018",3,489,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.798951,-73.967571
1-01890-0024,Coop,871 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,76,1924,"158,615","5,361,187",33.8,363.4408602,"2,456,946",15.49,"2,904,241","23,240,000",146.52,"2,016.00",1,1396,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7996595,-73.9705101
1-01890-0024,Coop,871 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,76,1924,"158,615","5,378,635",33.91,364.6236559,"2,322,124",14.64,"3,056,511","24,450,000",154.15,"2,017.00",2,1396,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7996595,-73.9705101
1-01890-0024,Coop,871 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,76,1924,"158,615","5,783,103",36.46,392.0430108,"2,480,739",15.64,"3,302,364","26,495,000",167.04,"2,018",3,1396,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7996595,-73.9705101
1-01874-0061,Coop,878 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,60,1923,"61,779","1,158,974",18.76,201.7204301,"620,879",10.05,"538,095","4,075,000",65.96,"2,016.00",1,1400,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7994647,-73.9698484
1-01874-0061,Coop,878 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,60,1923,"61,779","1,042,830",16.88,181.5053763,"460,254",7.45,"582,576","4,297,000",69.55,"2,017.00",2,1400,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7994647,-73.9698484
1-01874-0061,Coop,878 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,60,1923,"61,779","1,283,150",20.77,223.3333333,"605,434",9.8,"677,716","5,071,000",82.08,"2,018",3,1400,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7994647,-73.9698484
1-01890-0028,Coop,308 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,73,1964,"63,550","1,796,559",28.27,303.9784946,"730,825",11.5,"1,065,734","8,528,000",134.19,"2,016.00",1,803,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.7998602,-73.9707979
1-01890-0028,Coop,308 WEST 103 STREET,UPPER WEST SIDE (96-116),D4-ELEVATOR,73,1964,"63,550","1,815,624",28.57,307.2043011,"731,461",11.51,"1,084,163","8,673,000",136.48,"2,017.00",2,803,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.7998602,-73.9707979
1-01890-0028,Coop,308 WEST 103 STREET,UPPER WEST SIDE (96-116),D4  -ELEVATOR,73,1964,"63,550","2,134,645",33.59,361.1827957,"834,412",13.13,"1,300,233","10,374,000",163.24,"2,018",3,803,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.7998602,-73.9707979
1-01861-0028,Coop,107 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,16,1910,"9,155","255,608",27.92,300.2150538,"112,698",12.31,"142,910","1,144,000",124.96,"2,016.00",1,65,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7997137,-73.9631904
1-01861-0028,Coop,107 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,16,1910,"9,155","251,854",27.51,295.8064516,"98,782",10.79,"153,072","1,224,000",133.7,"2,017.00",2,65,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7997137,-73.9631904
1-01861-0028,Coop,107 WEST 106 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,16,1910,"9,155","279,594",30.54,328.3870968,"84,958",9.28,"194,636","1,538,000",168,"2,018",3,65,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7997137,-73.9631904
1-01861-0026,Coop,111 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1910,"9,755","304,161",31.18,335.2688172,"127,693",13.09,"176,468","1,412,000",144.75,"2,016.00",1,98,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7997398,-73.9633741
1-01861-0026,Coop,111 WEST 106 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,15,1910,"9,755","349,619",35.84,385.3763441,"159,884",16.39,"189,735","1,518,000",155.61,"2,017.00",2,98,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7997398,-73.9633741
1-01861-0026,Coop,111 WEST 106 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,15,1910,"9,755","345,034",35.37,380.3225806,"125,547",12.87,"219,487","1,755,000",179.91,"2,018",3,98,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7997398,-73.9633741
1-01860-0013,Coop,145 WEST 105 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,20,1900,"28,148","639,523",22.72,244.3010753,"306,813",10.9,"332,710","2,614,000",92.87,"2,016.00",1,272,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.79945,-73.964862
1-01860-0013,Coop,145 WEST 105 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,20,1900,"28,148","708,767",25.18,270.7526882,"381,405",13.55,"327,362","2,619,000",93.04,"2,017.00",2,272,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.79945,-73.964862
1-01860-0013,Coop,145 WEST 105 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,20,1900,"28,148","737,759",26.21,281.827957,"304,843",10.83,"432,916","3,363,000",119.48,"2,018",3,272,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.79945,-73.964862
1-01876-0029,Coop,201 WEST 104 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,12,1926,"12,440","287,240",23.09,248.2795699,"121,788",9.79,"165,452","1,303,000",104.74,"2,016.00",1,470,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.799368,-73.966888
1-01876-0029,Coop,201 WEST 104 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,12,1926,"12,440","311,871",25.07,269.5698925,"145,672",11.71,"166,199","1,329,000",106.83,"2,017.00",2,470,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.799368,-73.966888
1-01876-0029,Coop,201 WEST 104 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,12,1926,"12,440","344,464",27.69,297.7419355,"127,883",10.28,"216,581","1,694,000",136.17,"2,018",3,470,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.799368,-73.966888
1-01890-0053,Coop,885 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,55,1916,"97,857","2,698,896",27.58,296.5591398,"1,247,677",12.75,"1,451,219","11,613,000",118.67,"2,016.00",1,1404,0,0,0,0,0,1,0,0,1,0,0,5,0,0,40.8000117,-73.9701698
1-01890-0053,Coop,885 WEST END AVENUE,UPPER WEST SIDE (96-116),D4-ELEVATOR,55,1916,"97,857","2,770,332",28.31,304.4086022,"1,335,748",13.65,"1,434,584","11,476,000",117.27,"2,017.00",2,1404,0,0,0,0,0,1,0,0,0,1,0,5,0,0,40.8000117,-73.9701698
1-01890-0053,Coop,885 WEST END AVENUE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,55,1916,"97,857","3,018,888",30.85,331.7204301,"1,345,534",13.75,"1,673,354","13,258,000",135.48,"2,018",3,1404,0,0,0,0,0,1,0,0,0,0,1,5,0,0,40.8000117,-73.9701698
1-01890-0040,Coop,310 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,325,1929,"204,463","6,056,194",29.62,318.4946237,"2,666,198",13.04,"3,389,996","27,126,000",132.67,"2,016.00",1,816,0,0,0,0,0,1,0,0,1,0,0,4,0,0,40.8004988,-73.9710192
1-01890-0040,Coop,310 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4-ELEVATOR,325,1929,"204,463","5,434,627",26.58,285.8064516,"1,956,711",9.57,"3,477,916","27,821,000",136.07,"2,017.00",2,816,0,0,0,0,0,1,0,0,0,1,0,4,0,0,40.8004988,-73.9710192
1-01890-0040,Coop,310 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D4  -ELEVATOR,325,1929,"204,463","6,031,659",29.5,317.2043011,"2,502,627",12.24,"3,529,032","27,845,000",136.19,"2,018",3,816,0,0,0,0,0,1,0,0,0,0,1,4,0,0,40.8004988,-73.9710192
1-01860-0007,Coop,157 WEST 105 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,20,1930,"17,860","414,888",23.23,249.7849462,"175,385",9.82,"239,503","1,889,000",105.77,"2,016.00",1,313,0,0,0,0,0,1,0,0,1,0,0,6,0,0,40.7996218,-73.9654411
1-01860-0007,Coop,157 WEST 105 STREET,UPPER WEST SIDE (96-116),C6-WALK-UP,20,1930,"17,860","450,251",25.21,271.0752688,"206,104",11.54,"244,147","1,953,000",109.35,"2,017.00",2,313,0,0,0,0,0,1,0,0,0,1,0,6,0,0,40.7996218,-73.9654411
1-01860-0007,Coop,157 WEST 105 STREET,UPPER WEST SIDE (96-116),C6  -WALK-UP,20,1930,"17,860","496,865",27.82,299.1397849,"176,278",9.87,"320,587","2,510,000",140.54,"2,018",3,313,0,0,0,0,0,1,0,0,0,0,1,6,0,0,40.7996218,-73.9654411
