Boro-Block-Lot,Condominium_Coop,Address,Neighborhood,Building Code,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000 ,No_NewSta_1000,NewSta_1000,y,x
1-01681-7503,2246-R1,333 EAST 109 STREET,HARLEM-EAST,R4-ELEVATOR,35,2007,33892,1323822,39.06,420,489400,14.44,834422,6674997,196.95,2017,2,932,584.0265956,584.0265956,0,1,0,0,1,0,0,1,0,3,0,0,40.7920582,-73.9393346
1-01681-7503,2246-R1,333 EAST 109 STREET,HARLEM-EAST,R4  -ELEVATOR,35,2007,33892,1329583,39.23,421.827957,366034,10.8,963549,7743000,228.46,2018,3,932,584.0265956,584.0265956,0,1,0,0,1,0,0,0,1,3,0,0,40.7920582,-73.9393346
1-01645-7502,2295-R1,1885 LEXINGTON AVENUE,HARLEM-EAST,R9-CONDOPS,29,2010,37842,1462972,38.66,415.6989247,462808,12.23,1000164,8003000,211.48,2016,1,428,82.81275499,82.81275499,0,1,0,0,1,0,1,0,0,3,0,0,40.799535,-73.940654
1-01645-7502,2295-R1,1885 LEXINGTON AVENUE,HARLEM-EAST,R9-CONDOPS,29,2010,37842,1599203,42.26,454.4086022,539249,14.25,1059954,8479000,224.06,2017,2,428,82.81275499,82.81275499,0,1,0,0,1,0,0,1,0,3,0,0,40.799535,-73.940654
1-01645-7502,2295-R1,1885 LEXINGTON AVENUE,HARLEM-EAST,R9  -CONDOPS,29,2010,37842,1546981,40.88,439.5698925,430264,11.37,1116717,8988000,237.51,2018,3,428,82.81275499,82.81275499,0,1,0,0,1,0,0,0,1,3,0,0,40.799535,-73.940654
1-01789-7501,2327-R1,2293 3 AVENUE,HARLEM-EAST,RR-CONRENT,49,2010,67677,2024896,29.92,321.7204301,768134,11.35,1256762,10057000,148.6,2016,1,600,349.0422041,349.0422041,0,1,0,0,1,0,1,0,0,2,0,0,40.8033262,-73.9356589
1-01789-7501,2327-R1,2293 3 AVENUE,HARLEM-EAST,RR-CONRENT,49,2010,67677,2024896,29.92,321.7204301,767457,11.34,1257439,10059000,148.63,2017,2,600,349.0422041,349.0422041,0,1,0,0,1,0,0,1,0,2,0,0,40.8033262,-73.9356589
1-01789-7501,2327-R1,2293 3 AVENUE,HARLEM-EAST,RR  -CONRENT,49,2010,67677,2171755,32.09,345.0537634,697750,10.31,1474005,11704000,172.94,2018,3,600,349.0422041,349.0422041,0,1,0,0,1,0,0,0,1,2,0,0,40.8033262,-73.9356589
1-01629-7502,2355-R1,1595 LEXINGTON AVENUE,HARLEM-EAST,R4-ELEVATOR,40,2007,36131,1016365,28.13,302.4731183,410809,11.37,605556,4846001,134.12,2016,1,318,210.5610267,210.5610267,0,1,0,0,1,0,1,0,0,4,1,1,40.7891614,-73.9482435
1-01629-7502,2355-R1,1595 LEXINGTON AVENUE,HARLEM-EAST,R4-ELEVATOR,40,2007,36131,1001190,27.71,297.9569892,390576,10.81,610614,4884995,135.2,2017,2,318,210.5610267,210.5610267,0,1,0,0,1,0,0,1,0,4,1,1,40.7891614,-73.9482435
1-01629-7502,2355-R1,1595 LEXINGTON AVENUE,HARLEM-EAST,R4  -ELEVATOR,40,2007,36131,1113557,30.82,331.3978495,419842,11.62,693715,5486999,151.86,2018,3,318,210.5610267,210.5610267,0,1,0,0,1,0,0,0,1,4,1,1,40.7891614,-73.9482435
1-01652-7501,2364-R1,222 EAST 104 STREET,HARLEM-EAST,RR-CONRENT,89,2013,88445,2926645,33.09,355.8064516,1178087,13.32,1748558,13991822,158.2,2016,1,569,343.2286627,343.2286627,0,1,0,0,1,0,1,0,0,4,1,1,40.7895105,-73.9442779
1-01652-7501,2364-R1,222 EAST 104 STREET,HARLEM-EAST,RR-CONRENT,89,2013,88445,2970868,33.59,361.1827957,1188701,13.44,1782167,14259000,161.22,2017,2,569,343.2286627,343.2286627,0,1,0,0,1,0,0,1,0,4,1,1,40.7895105,-73.9442779
1-01652-7501,2364-R1,222 EAST 104 STREET,HARLEM-EAST,RR  -CONRENT,89,2013,88445,3233549,36.56,393.1182796,1140056,12.89,2093493,16769000,189.6,2018,3,569,343.2286627,343.2286627,0,1,0,0,1,0,0,0,1,4,1,1,40.7895105,-73.9442779
1-01643-7502,2534-R1,110 EAST 116 STREET,HARLEM-EAST,RR-CONRENT,12,1910,7322,347282,47.43,510,156251,21.34,191031,1528000,208.69,2016,1,88,111.606681,111.606681,0,1,0,0,1,0,1,0,0,4,0,0,40.7988116,-73.9427558
1-01643-7502,2534-R1,110 EAST 116 STREET,HARLEM-EAST,RR-CONRENT,12,1910,7322,378694,51.72,556.1290323,184148,25.15,194546,1556000,212.51,2017,2,88,111.606681,111.606681,0,1,0,0,1,0,0,1,0,4,0,0,40.7988116,-73.9427558
1-01643-7502,2534-R1,110 EAST 116 STREET,HARLEM-EAST,RR  -CONRENT,12,1910,7322,349699,47.76,513.5483871,160498,21.92,189201,1523000,208,2018,3,88,111.606681,111.606681,0,1,0,0,1,0,0,0,1,4,0,0,40.7988116,-73.9427558
1-01643-7501,2535-R1,108 EAST 116 STREET,HARLEM-EAST,RR-CONRENT,12,1910,9700,371898,38.34,412.2580645,185658,19.14,186240,1490000,153.61,2016,1,69,118.0346408,118.0346408,0,1,0,0,1,0,1,0,0,4,0,0,40.7988246,-73.9428477
1-01643-7501,2535-R1,108 EAST 116 STREET,HARLEM-EAST,RR-CONRENT,12,1910,9700,391492,40.36,433.9784946,196231,20.23,195261,1562000,161.03,2017,2,69,118.0346408,118.0346408,0,1,0,0,1,0,0,1,0,4,0,0,40.7988246,-73.9428477
1-01643-7501,2535-R1,108 EAST 116 STREET,HARLEM-EAST,RR  -CONRENT,12,1910,9700,399931,41.23,443.3333333,186531,19.23,213400,1718000,177.11,2018,3,69,118.0346408,118.0346408,0,1,0,0,1,0,0,0,1,4,0,0,40.7988246,-73.9428477
1-01678-0001,Coop,2086 2 AVENUE,HARLEM-EAST,D4-ELEVATOR,936,1961,"992,000","16,070,400",16.2,174.1935484,"9,810,880",9.89,"6,259,520","45,667,000",46.04,"2,016",1,502,533.6536557,533.6536557,0,0,0,0,1,0,1,0,0,4,0,0,40.7913797,-73.9413738
1-01624-0044,Coop,154 EAST 97 STREET,HARLEM-EAST,C6-WALK-UP,17,1930,"8,640","234,230",27.11,291.5053763,"100,138",11.59,"134,092","1,073,000",124.19,"2,016",1,305,88.92590923,88.92590923,0,0,0,0,1,0,1,0,0,3,1,1,40.786007,-73.949762
1-01634-0062,Coop,120 EAST 107 STREET,HARLEM-EAST,C6-WALK-UP,11,1910,"4,578","92,018",20.1,216.1290323,"53,288",11.64,"38,730","297,000",64.88,"2,016",1,156,252.201501,252.201501,0,0,0,0,1,0,1,0,0,4,0,0,40.7930868,-73.9465688
1-01631-0041,Coop,180 EAST 104 STREET,HARLEM-EAST,C6-WALK-UP,36,1910,"24,365","384,236",15.77,169.5698925,"182,738",7.5,"201,498","1,458,000",59.84,"2,016",1,413,150.2091216,150.2091216,0,0,0,0,1,0,1,0,0,4,1,1,40.79031,-73.9463169
1-01630-0038,Coop,1862 3 AVENUE,HARLEM-EAST,C6-WALK-UP,38,1900,"32,025","586,698",18.32,196.9892473,"249,475",7.79,"337,223","2,535,000",79.16,"2,016",1,423,188.1960728,188.1960728,0,0,0,0,1,0,1,0,0,4,1,1,40.789647,-73.9465366
1-01630-0012,Coop,123 EAST 102 STREET,HARLEM-EAST,C6-WALK-UP,32,1930,"20,190","327,078",16.2,174.1935484,"163,539",8.1,"163,539","1,193,000",59.09,"2,016",1,179,119.9334203,119.9334203,0,0,0,0,1,0,1,0,0,4,1,1,40.7900585,-73.9484502
1-01630-0016,Coop,1620 LEXINGTON AVENUE,HARLEM-EAST,C6-WALK-UP,36,1930,"19,134","315,520",16.49,177.311828,"162,065",8.47,"153,455","1,125,000",58.8,"2,016",1,341,124.2896891,124.2896891,0,0,0,0,1,0,1,0,0,4,1,1,40.7899422,-73.9481746
1-01629-0008,Coop,121 EAST 101 STREET,HARLEM-EAST,C6-WALK-UP,12,1910,"9,980","221,756",22.22,238.9247312,"118,662",11.89,"103,094","807,000",80.86,"2,016",1,167,203.9241136,203.9241136,0,0,0,0,1,0,1,0,0,4,1,1,40.7895591,-73.9492768
1-01789-0005,Coop,205 EAST 124 STREET,HARLEM-EAST,C6-WALK-UP,20,1930,"17,400","361,398",20.77,223.3333333,"186,528",10.72,"174,870","1,354,000",77.82,"2,016",1,482,377.5611276,377.5611276,0,0,0,0,1,0,1,0,0,2,0,0,40.8029624,-73.9356343
1-01786-0017,Coop,237 EAST 121 STREET,HARLEM-EAST,C6-WALK-UP,12,1920,"8,000","156,880",19.61,210.8602151,"97,680",12.21,"59,200","452,000",56.5,"2,016",1,631,488.1377931,488.1377931,0,0,0,0,1,0,1,0,0,3,0,0,40.8007167,-73.9360969
1-01806-0039,Coop,420 EAST 119 STREET,HARLEM-EAST,C6-WALK-UP,17,1900,"12,876","238,850",18.55,199.4623656,"109,832",8.53,"129,018","972,000",75.49,"2,016",1,1079,732.3701391,732.3701391,0,0,0,0,1,0,1,0,0,2,0,0,40.7973035,-73.9332496
1-01796-0020,Coop,333 EAST 119 STREET,HARLEM-EAST,D4-ELEVATOR,70,2005,"98,107","2,537,047",25.86,278.0645161,"1,069,366",10.9,"1,467,681","11,742,000",119.69,"2,016",1,933,547.4988765,547.4988765,0,0,0,0,1,0,1,0,0,3,0,0,40.7986288,-73.9351095
1-01795-0035,Coop,342 EAST 119 STREET,HARLEM-EAST,D4-ELEVATOR,41,2004,"59,411","1,623,109",27.32,293.7634409,"682,632",11.49,"940,477","7,526,000",126.68,"2,016",1,961,562.46364,562.46364,0,0,0,0,1,0,1,0,0,3,0,0,40.7982317,-73.9350164
1-01645-0050,Coop,152 EAST 118 STREET,HARLEM-EAST,D4-ELEVATOR,59,2009,"50,916","1,716,888",33.72,362.5806452,"588,589",11.56,"1,128,299","9,029,000",177.33,"2,016",1,297,111.8449822,111.8449822,0,0,0,0,1,0,1,0,0,3,0,0,40.7995607,-73.940299
1-01645-0015,Coop,1894 LEXINGTON AVENUE,HARLEM-EAST,D4-ELEVATOR,64,1972,"36,000","1,209,600",33.6,361.2903226,"569,520",15.82,"640,080","5,122,000",142.28,"2,016",1,429,65.37263313,65.37263313,0,0,0,0,1,0,1,0,0,3,0,0,40.799727,-73.941111
1-01625-0068,Coop,112 EAST 98 STREET,HARLEM-EAST,C6-WALK-UP,15,1910,"9,335","176,338",18.89,203.1182796,"102,032",10.93,"74,306","562,000",60.2,"2,016",1,107,173.807729,173.807729,0,0,0,0,1,0,1,0,0,3,1,1,40.7874839,-73.9510906
1-01622-0051,Coop,1779 MADISON AVENUE,HARLEM-EAST,C6-WALK-UP,20,1910,"8,530","176,315",20.67,222.2580645,"84,276",9.88,"92,039","712,000",83.47,"2,016",1,406,255.6046165,255.6046165,0,0,0,0,1,0,1,0,0,3,0,0,40.800379,-73.944206
1-01622-0053,Coop,1775 MADISON AVENUE,HARLEM-EAST,C6-WALK-UP,19,1910,"8,530","174,524",20.46,220,"78,135",9.16,"96,389","744,000",87.22,"2,016",1,403,263.2283973,263.2283973,0,0,0,0,1,0,1,0,0,3,0,0,40.8003799,-73.9443089
1-01622-0052,Coop,1777 MADISON AVENUE,HARLEM-EAST,C6-WALK-UP,20,1910,"8,530","147,910",17.34,186.4516129,"66,363",7.78,"81,547","606,000",71.04,"2,016",1,405,263.5195165,263.5195165,0,0,0,0,1,0,1,0,0,3,0,0,40.8003738,-73.9443172
1-01621-0061,Coop,20 EAST 116 STREET,HARLEM-EAST,C6-WALK-UP,12,1930,"9,552","176,139",18.44,198.2795699,"91,986",9.63,"84,153","633,000",66.27,"2,016",1,446,341.4411269,341.4411269,0,0,0,0,1,0,1,0,0,3,0,0,40.8000841,-73.9454653
1-01625-0067,Coop,114 EAST 98 STREET,HARLEM-EAST,C6-WALK-UP,15,1910,"9,600","181,344",18.89,203.1182796,"104,928",10.93,"76,416","578,000",60.21,"2,016",1,120,161.8352106,161.8352106,0,0,0,0,1,0,1,0,0,3,1,1,40.787376,-73.951083
1-01625-0050,Coop,138 EAST 98 STREET,HARLEM-EAST,C6-WALK-UP,14,1910,"11,275","208,362",18.48,198.7096774,"91,328",8.1,"117,034","881,000",78.14,"2,016",1,241,141.5481992,141.5481992,0,0,0,0,1,0,1,0,0,3,1,1,40.7869477,-73.9497954
1-01625-0006,Coop,105 EAST 97 STREET,HARLEM-EAST,C6-WALK-UP,15,1910,"9,245","188,598",20.4,219.3548387,"71,649",7.75,"116,949","901,000",97.46,"2,016",1,52,139.2958869,139.2958869,0,0,0,0,1,0,1,0,0,3,1,1,40.7871356,-73.9512858
1-01683-0027,Coop,2159 1 AVENUE,HARLEM-EAST,D4-ELEVATOR,30,1920,"22,068","430,547",19.51,209.7849462,"206,777",9.37,"223,770","1,711,000",77.53,"2,016",1,548,628.2445514,628.2445514,0,0,0,0,1,0,1,0,0,3,0,0,40.7932882,-73.9376813
1-01616-0049,Coop,64 EAST 111 STREET,HARLEM-EAST,D4-ELEVATOR,123,2011,"147,590","5,528,721",37.46,402.7956989,"1,923,098",13.03,"3,605,623","28,852,000",195.49,"2,016",1,1296,189.019248,189.019248,0,0,0,0,1,0,1,0,0,3,0,0,40.7962853,-73.9465444
1-01678-0001,Coop,2086 2 AVENUE,HARLEM-EAST,D4-ELEVATOR,936,1961,"992,000","15,852,160",15.98,171.827957,"8,084,800",8.15,"7,767,360","56,285,000",56.74,"2,017",2,502,533.6536557,533.6536557,0,0,0,0,1,0,0,1,0,4,0,0,40.7913797,-73.9413738
1-01624-0044,Coop,154 EAST 97 STREET,HARLEM-EAST,C6-WALK-UP,17,1930,"8,640","247,709",28.67,308.2795699,"109,037",12.62,"138,672","1,109,000",128.36,"2,017",2,305,88.92590923,88.92590923,0,0,0,0,1,0,0,1,0,3,1,1,40.786007,-73.949762
1-01634-0062,Coop,120 EAST 107 STREET,HARLEM-EAST,C6-WALK-UP,11,1910,"4,578","98,793",21.58,232.0430108,"60,979",13.32,"37,814","297,000",64.88,"2,017",2,156,252.201501,252.201501,0,0,0,0,1,0,0,1,0,4,0,0,40.7930868,-73.9465688
1-01631-0041,Coop,180 EAST 104 STREET,HARLEM-EAST,C6-WALK-UP,36,1910,"24,365","402,266",16.51,177.5268817,"201,011",8.25,"201,255","1,473,000",60.46,"2,017",2,413,150.2091216,150.2091216,0,0,0,0,1,0,0,1,0,4,1,1,40.79031,-73.9463169
1-01630-0038,Coop,1862 3 AVENUE,HARLEM-EAST,C6-WALK-UP,38,1900,"32,025","604,312",18.87,202.9032258,"259,723",8.11,"344,589","2,621,000",81.84,"2,017",2,423,188.1960728,188.1960728,0,0,0,0,1,0,0,1,0,4,1,1,40.789647,-73.9465366
1-01630-0012,Coop,123 EAST 102 STREET,HARLEM-EAST,C6-WALK-UP,32,1930,"20,190","361,805",17.92,192.688172,"194,632",9.64,"167,173","1,254,000",62.11,"2,017",2,179,119.9334203,119.9334203,0,0,0,0,1,0,0,1,0,4,1,1,40.7900585,-73.9484502
1-01630-0016,Coop,1620 LEXINGTON AVENUE,HARLEM-EAST,C6-WALK-UP,36,1930,"19,134","326,043",17.04,183.2258065,"172,780",9.03,"153,263","1,134,000",59.27,"2,017",2,341,124.2896891,124.2896891,0,0,0,0,1,0,0,1,0,4,1,1,40.7899422,-73.9481746
1-01629-0008,Coop,121 EAST 101 STREET,HARLEM-EAST,C6-WALK-UP,12,1910,"9,980","243,312",24.38,262.1505376,"135,928",13.62,"107,384","859,000",86.07,"2,017",2,167,203.9241136,203.9241136,0,0,0,0,1,0,0,1,0,4,1,1,40.7895591,-73.9492768
1-01789-0005,Coop,205 EAST 124 STREET,HARLEM-EAST,C6-WALK-UP,20,1930,"17,400","388,368",22.32,240,"220,632",12.68,"167,736","1,328,000",76.32,"2,017",2,482,377.5611276,377.5611276,0,0,0,0,1,0,0,1,0,2,0,0,40.8029624,-73.9356343
1-01786-0017,Coop,237 EAST 121 STREET,HARLEM-EAST,C6-WALK-UP,12,1920,"8,000","120,720",15.09,162.2580645,"54,160",6.77,"66,560","474,000",59.25,"2,017",2,631,488.1377931,488.1377931,0,0,0,0,1,0,0,1,0,3,0,0,40.8007167,-73.9360969
1-01806-0039,Coop,420 EAST 119 STREET,HARLEM-EAST,C6-WALK-UP,17,1900,"12,876","225,716",17.53,188.4946237,"92,836",7.21,"132,880","990,000",76.89,"2,017",2,1079,732.3701391,732.3701391,0,0,0,0,1,0,0,1,0,2,0,0,40.7973035,-73.9332496
1-01796-0020,Coop,333 EAST 119 STREET,HARLEM-EAST,D4-ELEVATOR,70,2005,"98,107","2,862,762",29.18,313.7634409,"1,398,025",14.25,"1,464,737","11,717,000",119.43,"2,017",2,933,547.4988765,547.4988765,0,0,0,0,1,0,0,1,0,3,0,0,40.7986288,-73.9351095
1-01795-0035,Coop,342 EAST 119 STREET,HARLEM-EAST,D4-ELEVATOR,41,2004,"59,411","1,769,260",29.78,320.2150538,"806,801",13.58,"962,459","7,699,000",129.59,"2,017",2,961,562.46364,562.46364,0,0,0,0,1,0,0,1,0,3,0,0,40.7982317,-73.9350164
1-01645-0050,Coop,152 EAST 118 STREET,HARLEM-EAST,D4-ELEVATOR,59,2009,"50,916","1,611,491",31.65,340.3225806,"538,691",10.58,"1,072,800","8,582,000",168.55,"2,017",2,297,111.8449822,111.8449822,0,0,0,0,1,0,0,1,0,3,0,0,40.7995607,-73.940299
1-01645-0015,Coop,1894 LEXINGTON AVENUE,HARLEM-EAST,D4-ELEVATOR,64,1972,"36,000","1,212,120",33.67,362.0430108,"569,520",15.82,"642,600","5,139,000",142.75,"2,017",2,429,65.37263313,65.37263313,0,0,0,0,1,0,0,1,0,3,0,0,40.799727,-73.941111
1-01625-0068,Coop,112 EAST 98 STREET,HARLEM-EAST,C6-WALK-UP,15,1910,"9,335","182,499",19.55,210.2150538,"106,512",11.41,"75,987","583,000",62.45,"2,017",2,107,173.807729,173.807729,0,0,0,0,1,0,0,1,0,3,1,1,40.7874839,-73.9510906
1-01622-0051,Coop,1779 MADISON AVENUE,HARLEM-EAST,C6-WALK-UP,20,1910,"8,530","153,881",18.04,193.9784946,"54,763",6.42,"99,118","745,000",87.34,"2,017",2,406,255.6046165,255.6046165,0,0,0,0,1,0,0,1,0,3,0,0,40.800379,-73.944206
1-01622-0053,Coop,1775 MADISON AVENUE,HARLEM-EAST,C6-WALK-UP,19,1910,"8,530","153,881",18.04,193.9784946,"54,763",6.42,"99,118","745,000",87.34,"2,017",2,403,263.2283973,263.2283973,0,0,0,0,1,0,0,1,0,3,0,0,40.8003799,-73.9443089
1-01622-0052,Coop,1777 MADISON AVENUE,HARLEM-EAST,C6-WALK-UP,20,1910,"8,530","185,613",21.76,233.9784946,"109,696",12.86,"75,917","598,000",70.11,"2,017",2,405,263.5195165,263.5195165,0,0,0,0,1,0,0,1,0,3,0,0,40.8003738,-73.9443172
1-01621-0061,Coop,20 EAST 116 STREET,HARLEM-EAST,C6-WALK-UP,12,1930,"9,552","191,136",20.01,215.1612903,"114,624",12,"76,512","591,000",61.87,"2,017",2,446,341.4411269,341.4411269,0,0,0,0,1,0,0,1,0,3,0,0,40.8000841,-73.9454653
1-01625-0067,Coop,114 EAST 98 STREET,HARLEM-EAST,C6-WALK-UP,15,1910,"9,600","187,680",19.55,210.2150538,"109,440",11.4,"78,240","601,000",62.6,"2,017",2,120,161.8352106,161.8352106,0,0,0,0,1,0,0,1,0,3,1,1,40.787376,-73.951083
1-01625-0050,Coop,138 EAST 98 STREET,HARLEM-EAST,C6-WALK-UP,14,1910,"11,275","203,401",18.04,193.9784946,"81,406",7.22,"121,995","917,000",81.33,"2,017",2,241,141.5481992,141.5481992,0,0,0,0,1,0,0,1,0,3,1,1,40.7869477,-73.9497954
1-01625-0006,Coop,105 EAST 97 STREET,HARLEM-EAST,C6-WALK-UP,15,1910,"9,245","204,037",22.07,237.311828,"87,735",9.49,"116,302","918,000",99.3,"2,017",2,52,139.2958869,139.2958869,0,0,0,0,1,0,0,1,0,3,1,1,40.7871356,-73.9512858
1-01683-0027,Coop,2159 1 AVENUE,HARLEM-EAST,D4-ELEVATOR,30,1920,"22,068","446,877",20.25,217.7419355,"234,804",10.64,"212,073","1,642,000",74.41,"2,017",2,548,628.2445514,628.2445514,0,0,0,0,1,0,0,1,0,3,0,0,40.7932882,-73.9376813
1-01616-0049,Coop,64 EAST 111 STREET,HARLEM-EAST,D4-ELEVATOR,123,2011,"147,590","6,088,088",41.25,443.5483871,"1,936,381",13.12,"4,151,707","33,211,000",225.02,"2,017",2,1296,189.019248,189.019248,0,0,0,0,1,0,0,1,0,3,0,0,40.7962853,-73.9465444
1-01678-0001,Coop,2086 2 AVENUE,HARLEM-EAST,D4  -ELEVATOR,936,1961,"992,000","20,722,880",20.89,224.6236559,"12,776,960",12.88,"7,945,920","59,547,000",60.03,"2,018",3,502,533.6536557,533.6536557,0,0,0,0,1,0,0,0,1,4,0,0,40.7913797,-73.9413738
1-01624-0044,Coop,154 EAST 97 STREET,HARLEM-EAST,C6  -WALK-UP,17,1930,"8,640","298,080",34.5,370.9677419,"118,714",13.74,"179,366","1,432,000",165.74,"2,018",3,305,88.92590923,88.92590923,0,0,0,0,1,0,0,0,1,3,1,1,40.786007,-73.949762
1-01634-0062,Coop,120 EAST 107 STREET,HARLEM-EAST,C6  -WALK-UP,11,1910,"4,578","83,503",18.24,196.1290323,"41,751",9.12,"41,752","303,000",66.19,"2,018",3,156,252.201501,252.201501,0,0,0,0,1,0,0,0,1,4,0,0,40.7930868,-73.9465688
1-01631-0041,Coop,180 EAST 104 STREET,HARLEM-EAST,C6  -WALK-UP,36,1910,"24,365","449,047",18.43,198.172043,"224,645",9.22,"224,402","1,634,000",67.06,"2,018",3,413,150.2091216,150.2091216,0,0,0,0,1,0,0,0,1,4,1,1,40.79031,-73.9463169
1-01630-0038,Coop,1862 3 AVENUE,HARLEM-EAST,C6  -WALK-UP,38,1900,"32,025","756,110",23.61,253.8709677,"326,015",10.18,"430,095","3,290,000",102.73,"2,018",3,423,188.1960728,188.1960728,0,0,0,0,1,0,0,0,1,4,1,1,40.789647,-73.9465366
1-01630-0012,Coop,123 EAST 102 STREET,HARLEM-EAST,C6  -WALK-UP,32,1930,"20,190","359,786",17.82,191.6129032,"179,893",8.91,"179,893","1,298,000",64.29,"2,018",3,179,119.9334203,119.9334203,0,0,0,0,1,0,0,0,1,4,1,1,40.7900585,-73.9484502
1-01630-0016,Coop,1620 LEXINGTON AVENUE,HARLEM-EAST,C6  -WALK-UP,36,1930,"19,134","339,629",17.75,190.8602151,"165,318",8.64,"174,311","1,257,000",65.69,"2,018",3,341,124.2896891,124.2896891,0,0,0,0,1,0,0,0,1,4,1,1,40.7899422,-73.9481746
1-01629-0008,Coop,121 EAST 101 STREET,HARLEM-EAST,C6  -WALK-UP,12,1910,"9,980","220,957",22.14,238.0645161,"103,892",10.41,"117,065","886,000",88.78,"2,018",3,167,203.9241136,203.9241136,0,0,0,0,1,0,0,0,1,4,1,1,40.7895591,-73.9492768
1-01789-0005,Coop,205 EAST 124 STREET,HARLEM-EAST,C6  -WALK-UP,20,1930,"17,400","432,216",24.84,267.0967742,"214,020",12.3,"218,196","1,682,000",96.67,"2,018",3,482,377.5611276,377.5611276,0,0,0,0,1,0,0,0,1,2,0,0,40.8029624,-73.9356343
1-01786-0017,Coop,237 EAST 121 STREET,HARLEM-EAST,C6  -WALK-UP,12,1920,"8,000","142,240",17.78,191.1827957,"72,320",9.04,"69,920","504,000",63,"2,018",3,631,488.1377931,488.1377931,0,0,0,0,1,0,0,0,1,3,0,0,40.8007167,-73.9360969
1-01806-0039,Coop,420 EAST 119 STREET,HARLEM-EAST,C6  -WALK-UP,17,1900,"12,876","293,573",22.8,245.1612903,"156,057",12.12,"137,516","1,045,000",81.16,"2,018",3,1079,732.3701391,732.3701391,0,0,0,0,1,0,0,0,1,2,0,0,40.7973035,-73.9332496
1-01796-0020,Coop,333 EAST 119 STREET,HARLEM-EAST,D4  -ELEVATOR,70,2005,"98,107","2,604,741",26.55,285.483871,"996,767",10.16,"1,607,974","12,510,000",127.51,"2,018",3,933,547.4988765,547.4988765,0,0,0,0,1,0,0,0,1,3,0,0,40.7986288,-73.9351095
1-01795-0035,Coop,342 EAST 119 STREET,HARLEM-EAST,D4  -ELEVATOR,41,2004,"59,411","1,720,543",28.96,311.3978495,"658,274",11.08,"1,062,269","8,349,000",140.53,"2,018",3,961,562.46364,562.46364,0,0,0,0,1,0,0,0,1,3,0,0,40.7982317,-73.9350164
1-01645-0050,Coop,152 EAST 118 STREET,HARLEM-EAST,D4  -ELEVATOR,59,2009,"50,916","1,759,148",34.55,371.5053763,"557,530",10.95,"1,201,618","9,595,000",188.45,"2,018",3,297,111.8449822,111.8449822,0,0,0,0,1,0,0,0,1,3,0,0,40.7995607,-73.940299
1-01645-0015,Coop,1894 LEXINGTON AVENUE,HARLEM-EAST,D4  -ELEVATOR,64,1972,"36,000","1,359,720",37.77,406.1290323,"633,960",17.61,"725,760","5,833,000",162.03,"2,018",3,429,65.37263313,65.37263313,0,0,0,0,1,0,0,0,1,3,0,0,40.799727,-73.941111
1-01625-0068,Coop,112 EAST 98 STREET,HARLEM-EAST,C6  -WALK-UP,15,1910,"9,335","166,350",17.82,191.6129032,"83,175",8.91,"83,175","600,000",64.27,"2,018",3,107,173.807729,173.807729,0,0,0,0,1,0,0,0,1,3,1,1,40.7874839,-73.9510906
1-01622-0051,Coop,1779 MADISON AVENUE,HARLEM-EAST,C6  -WALK-UP,20,1910,"8,530","194,484",22.8,245.1612903,"93,318",10.94,"101,166","769,000",90.15,"2,018",3,406,255.6046165,255.6046165,0,0,0,0,1,0,0,0,1,3,0,0,40.800379,-73.944206
1-01622-0053,Coop,1775 MADISON AVENUE,HARLEM-EAST,C6  -WALK-UP,19,1910,"8,530","226,813",26.59,285.9139785,"107,563",12.61,"119,250","928,000",108.79,"2,018",3,403,263.2283973,263.2283973,0,0,0,0,1,0,0,0,1,3,0,0,40.8003799,-73.9443089
1-01622-0052,Coop,1777 MADISON AVENUE,HARLEM-EAST,C6  -WALK-UP,20,1910,"8,530","178,959",20.98,225.5913978,"96,730",11.34,"82,229","616,000",72.22,"2,018",3,405,263.5195165,263.5195165,0,0,0,0,1,0,0,0,1,3,0,0,40.8003738,-73.9443172
1-01621-0061,Coop,20 EAST 116 STREET,HARLEM-EAST,C6  -WALK-UP,12,1930,"9,552","207,947",21.77,234.0860215,"118,731",12.43,"89,216","673,000",70.46,"2,018",3,446,341.4411269,341.4411269,0,0,0,0,1,0,0,0,1,3,0,0,40.8000841,-73.9454653
1-01625-0067,Coop,114 EAST 98 STREET,HARLEM-EAST,C6  -WALK-UP,15,1910,"9,600","185,760",19.35,208.0645161,"99,744",10.39,"86,016","633,000",65.94,"2,018",3,120,161.8352106,161.8352106,0,0,0,0,1,0,0,0,1,3,1,1,40.787376,-73.951083
1-01625-0050,Coop,138 EAST 98 STREET,HARLEM-EAST,C6  -WALK-UP,14,1910,"11,275","235,760",20.91,224.8387097,"86,141",7.64,"149,619","1,120,000",99.33,"2,018",3,241,141.5481992,141.5481992,0,0,0,0,1,0,0,0,1,3,1,1,40.7869477,-73.9497954
